N,k,function_name,function_ref,greatest_product_palindrome,runtime_time,timeit_object
10000000,346,largest_product_palindrome_N_A5b,A5b,95659,0.0007252399999999,"726 µs ± 5.22 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,346,largest_product_palindrome_N_B1,B1,95659,0.1777754899999991,"176 ms ± 1.46 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,346,largest_product_palindrome_N_B1,B1,95659,0.1760949699999969,"176 ms ± 1.46 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,346,largest_product_palindrome_N_B1,B1,95659,0.1742107500000088,"176 ms ± 1.46 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,346,largest_product_palindrome_N_B2,B2,95659,0.0003789434999999,"377 µs ± 1.62 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,346,largest_product_palindrome_N_B2,B2,95659,0.0003750378999999,"377 µs ± 1.62 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,346,largest_product_palindrome_N_B2,B2,95659,0.0003764062,"377 µs ± 1.62 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,765,largest_product_palindrome_N_A1,A1,545545,0.2300582000000304,"222 ms ± 5.45 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,765,largest_product_palindrome_N_A1,A1,545545,0.2184698000000935,"222 ms ± 5.45 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,765,largest_product_palindrome_N_A1,A1,545545,0.2185213000000203,"222 ms ± 5.45 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,765,largest_product_palindrome_N_A2,A2,545545,0.108344569999997,"107 ms ± 1.94 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,765,largest_product_palindrome_N_A2,A2,545545,0.1086128799999983,"107 ms ± 1.94 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,765,largest_product_palindrome_N_A2,A2,545545,0.1043701199999986,"107 ms ± 1.94 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,765,largest_product_palindrome_N_A3,A3,545545,0.1072554400000058,"108 ms ± 675 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,765,largest_product_palindrome_N_A3,A3,545545,0.1085293399999955,"108 ms ± 675 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,765,largest_product_palindrome_N_A3,A3,545545,0.1069787700000006,"108 ms ± 675 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,765,largest_product_palindrome_N_A4,A4,545545,0.0649591399999963,"65.8 ms ± 1.47 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,765,largest_product_palindrome_N_A4,A4,545545,0.064590510000005,"65.8 ms ± 1.47 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,765,largest_product_palindrome_N_A4,A4,545545,0.0678840599999944,"65.8 ms ± 1.47 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,765,largest_product_palindrome_N_A5,A5,545545,0.0132816859999991,"16.1 ms ± 2.37 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,765,largest_product_palindrome_N_A5,A5,545545,0.0190829059999998,"16.1 ms ± 2.37 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,765,largest_product_palindrome_N_A5,A5,545545,0.0159894889999998,"16.1 ms ± 2.37 ms per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,765,largest_product_palindrome_N_A5b,A5b,545545,0.0009185214,"893 µs ± 26.2 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,765,largest_product_palindrome_N_A5b,A5b,545545,0.0008566557999999,"893 µs ± 26.2 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,765,largest_product_palindrome_N_A5b,A5b,545545,0.0009023442999999,"893 µs ± 26.2 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,765,largest_product_palindrome_N_B1,B1,545545,0.3762826000000814,"368 ms ± 6.68 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,765,largest_product_palindrome_N_B1,B1,545545,0.3600394999999707,"368 ms ± 6.68 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,765,largest_product_palindrome_N_B1,B1,545545,0.3665016999999579,"368 ms ± 6.68 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,765,largest_product_palindrome_N_B2,B2,545545,0.0002135718999999,"224 µs ± 7.33 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,765,largest_product_palindrome_N_B2,B2,545545,0.0002285719999999,"224 µs ± 7.33 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,765,largest_product_palindrome_N_B2,B2,545545,0.0002296321999999,"224 µs ± 7.33 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,106,largest_product_palindrome_N_A1,A1,99,0.0040759530000002,"4.11 ms ± 41.9 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
100,106,largest_product_palindrome_N_A1,A1,99,0.0040916549999997,"4.11 ms ± 41.9 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
100,106,largest_product_palindrome_N_A1,A1,99,0.0041715499999997,"4.11 ms ± 41.9 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
100,106,largest_product_palindrome_N_A2,A2,99,0.0003155050999999,"329 µs ± 12.6 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,106,largest_product_palindrome_N_A2,A2,99,0.0003266857,"329 µs ± 12.6 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,106,largest_product_palindrome_N_A2,A2,99,0.0003459444,"329 µs ± 12.6 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,106,largest_product_palindrome_N_A3,A3,99,9.571091999999908e-05,"95.2 µs ± 443 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,106,largest_product_palindrome_N_A3,A3,99,9.5262050000008e-05,"95.2 µs ± 443 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,106,largest_product_palindrome_N_A3,A3,99,9.46307700000034e-05,"95.2 µs ± 443 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,106,largest_product_palindrome_N_A4,A4,99,1.815842400000065e-05,"18.6 µs ± 476 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_A4,A4,99,1.8328698999999915e-05,"18.6 µs ± 476 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_A4,A4,99,1.9242703999999548e-05,"18.6 µs ± 476 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_A5,A5,99,7.625653999999713e-06,"8.04 µs ± 309 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_A5,A5,99,8.365896999999904e-06,"8.04 µs ± 309 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_A5,A5,99,8.136085999999522e-06,"8.04 µs ± 309 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_A5b,A5b,99,8.230852000000367e-06,"8.07 µs ± 171 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_A5b,A5b,99,7.832298000000719e-06,"8.07 µs ± 171 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_A5b,A5b,99,8.144260999999915e-06,"8.07 µs ± 171 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_B1,B1,99,2.537978000000294e-06,"2.56 µs ± 56.9 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_B1,B1,99,2.510191999999733e-06,"2.56 µs ± 56.9 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_B1,B1,99,2.6424069999995937e-06,"2.56 µs ± 56.9 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_B2,B2,99,3.590387000000419e-06,"3.58 µs ± 76.8 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_B2,B2,99,3.481950999999981e-06,"3.58 µs ± 76.8 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,106,largest_product_palindrome_N_B2,B2,99,3.669178000000102e-06,"3.58 µs ± 76.8 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_A1,A1,99,0.0529199800000014,"52.1 ms ± 684 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,381,largest_product_palindrome_N_A1,A1,99,0.0520092299999987,"52.1 ms ± 684 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,381,largest_product_palindrome_N_A1,A1,99,0.0512468399999988,"52.1 ms ± 684 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,381,largest_product_palindrome_N_A2,A2,99,0.0011937423,"1.2 ms ± 4.72 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,381,largest_product_palindrome_N_A2,A2,99,0.0012034163,"1.2 ms ± 4.72 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,381,largest_product_palindrome_N_A2,A2,99,0.0012040725,"1.2 ms ± 4.72 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
100,381,largest_product_palindrome_N_A3,A3,99,9.483328999999684e-05,"96.7 µs ± 1.37 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,381,largest_product_palindrome_N_A3,A3,99,9.806231000000024e-05,"96.7 µs ± 1.37 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,381,largest_product_palindrome_N_A3,A3,99,9.726662000000488e-05,"96.7 µs ± 1.37 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,381,largest_product_palindrome_N_A4,A4,99,1.7798714000000472e-05,"17.8 µs ± 103 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_A4,A4,99,1.771115899999927e-05,"17.8 µs ± 103 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_A4,A4,99,1.7959313999999723e-05,"17.8 µs ± 103 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_A5,A5,99,7.878099000000702e-06,"7.88 µs ± 141 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_A5,A5,99,7.715138999999453e-06,"7.88 µs ± 141 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_A5,A5,99,8.060287000000699e-06,"7.88 µs ± 141 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_A5b,A5b,99,9.324109000000362e-06,"8.76 µs ± 422 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_A5b,A5b,99,8.306131000000505e-06,"8.76 µs ± 422 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_A5b,A5b,99,8.656393999999637e-06,"8.76 µs ± 422 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_B1,B1,99,3.0805880000002616e-06,"2.99 µs ± 121 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_B1,B1,99,2.816576000000168e-06,"2.99 µs ± 121 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_B1,B1,99,3.065758999999844e-06,"2.99 µs ± 121 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_B2,B2,99,3.5502199999996265e-06,"3.59 µs ± 27 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_B2,B2,99,3.6025250000000143e-06,"3.59 µs ± 27 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,381,largest_product_palindrome_N_B2,B2,99,3.611392999999907e-06,"3.59 µs ± 27 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,100,largest_product_palindrome_N_A1,A1,9009,0.0036287500000003,"3.71 ms ± 87.9 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,100,largest_product_palindrome_N_A1,A1,9009,0.0038351790000001,"3.71 ms ± 87.9 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,100,largest_product_palindrome_N_A1,A1,9009,0.0036788420000004,"3.71 ms ± 87.9 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,100,largest_product_palindrome_N_A2,A2,9009,0.0019011098,"1.89 ms ± 7.65 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A2,A2,9009,0.0018835195,"1.89 ms ± 7.65 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A2,A2,9009,0.0018978852,"1.89 ms ± 7.65 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A3,A3,9009,0.0019263641999999,"1.94 ms ± 48.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A3,A3,9009,0.0020020487,"1.94 ms ± 48.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A3,A3,9009,0.0018849631,"1.94 ms ± 48.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A4,A4,9009,0.0010757396,"1.13 ms ± 54.3 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A4,A4,9009,0.0011113768999999,"1.13 ms ± 54.3 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A4,A4,9009,0.0012044855,"1.13 ms ± 54.3 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A5,A5,9009,0.0005297328999999,"503 µs ± 21.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A5,A5,9009,0.0004771779,"503 µs ± 21.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A5,A5,9009,0.000500624,"503 µs ± 21.5 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,100,largest_product_palindrome_N_A5b,A5b,9009,7.476660999999467e-05,"72.6 µs ± 1.58 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,100,largest_product_palindrome_N_A5b,A5b,9009,7.115837000000055e-05,"72.6 µs ± 1.58 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,100,largest_product_palindrome_N_A5b,A5b,9009,7.175251999999546e-05,"72.6 µs ± 1.58 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,100,largest_product_palindrome_N_B1,B1,9009,6.950777000000699e-05,"69 µs ± 1.47 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,100,largest_product_palindrome_N_B1,B1,9009,7.043366999999989e-05,"69 µs ± 1.47 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,100,largest_product_palindrome_N_B1,B1,9009,6.696228999999221e-05,"69 µs ± 1.47 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,100,largest_product_palindrome_N_B2,B2,9009,3.861623999999892e-05,"40.4 µs ± 1.25 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,100,largest_product_palindrome_N_B2,B2,9009,4.104703000000427e-05,"40.4 µs ± 1.25 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,100,largest_product_palindrome_N_B2,B2,9009,4.143225000000257e-05,"40.4 µs ± 1.25 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,510,largest_product_palindrome_N_A1,A1,238832,0.0926340600000003,"93.2 ms ± 514 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A1,A1,238832,0.0931282200000055,"93.2 ms ± 514 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A1,A1,238832,0.0938830700000039,"93.2 ms ± 514 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A2,A2,238832,0.0474071900000012,"79.4 ms ± 43.4 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A2,A2,238832,0.1406939899999997,"79.4 ms ± 43.4 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A2,A2,238832,0.0501006800000027,"79.4 ms ± 43.4 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A3,A3,238832,0.0476717600000029,"47.2 ms ± 730 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A3,A3,238832,0.0476666000000022,"47.2 ms ± 730 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A3,A3,238832,0.0461201800000026,"47.2 ms ± 730 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A4,A4,238832,0.0244906300000025,"24.3 ms ± 531 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A4,A4,238832,0.0236314699999979,"24.3 ms ± 531 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A4,A4,238832,0.0249073800000019,"24.3 ms ± 531 µs per loop (mean ± std. dev. of 3 runs, 10 loops each)"
10000000,510,largest_product_palindrome_N_A5,A5,238832,0.009347037,"8.93 ms ± 309 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,510,largest_product_palindrome_N_A5,A5,238832,0.0088495490000002,"8.93 ms ± 309 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,510,largest_product_palindrome_N_A5,A5,238832,0.0086032920000002,"8.93 ms ± 309 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000000,510,largest_product_palindrome_N_A5b,A5b,238832,0.0005616281,"563 µs ± 2.27 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,510,largest_product_palindrome_N_A5b,A5b,238832,0.0005662064,"563 µs ± 2.27 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,510,largest_product_palindrome_N_A5b,A5b,238832,0.0005611665,"563 µs ± 2.27 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000000,510,largest_product_palindrome_N_B1,B1,238832,0.2417583999999806,"243 ms ± 1.5 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,510,largest_product_palindrome_N_B1,B1,238832,0.2414251999999805,"243 ms ± 1.5 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,510,largest_product_palindrome_N_B1,B1,238832,0.2447516999999379,"243 ms ± 1.5 ms per loop (mean ± std. dev. of 3 runs, 1 loop each)"
10000000,510,largest_product_palindrome_N_B2,B2,238832,0.00012888407,"128 µs ± 828 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,510,largest_product_palindrome_N_B2,B2,238832,0.00012688486,"128 µs ± 828 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000000,510,largest_product_palindrome_N_B2,B2,238832,0.0001275943699999,"128 µs ± 828 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,197,largest_product_palindrome_N_A1,A1,9999,0.0140865689999998,"14 ms ± 130 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A1,A1,9999,0.0137878469999998,"14 ms ± 130 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A1,A1,9999,0.0140328299999998,"14 ms ± 130 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A2,A2,9999,0.0052328750000003,"5.36 ms ± 89.4 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A2,A2,9999,0.0054200629999991,"5.36 ms ± 89.4 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A2,A2,9999,0.0054248189999998,"5.36 ms ± 89.4 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A3,A3,9999,0.0043681249999997,"4.32 ms ± 37 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A3,A3,9999,0.0042775339999991,"4.32 ms ± 37 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A3,A3,9999,0.004325389999999,"4.32 ms ± 37 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A4,A4,9999,0.0020967770000004,"2.06 ms ± 41.1 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A4,A4,9999,0.001999624,"2.06 ms ± 41.1 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A4,A4,9999,0.0020714159999999,"2.06 ms ± 41.1 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
10000,197,largest_product_palindrome_N_A5,A5,9999,0.0007867896999999,"783 µs ± 2.87 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,197,largest_product_palindrome_N_A5,A5,9999,0.0007819316999999,"783 µs ± 2.87 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,197,largest_product_palindrome_N_A5,A5,9999,0.0007799727,"783 µs ± 2.87 µs per loop (mean ± std. dev. of 3 runs, 1,000 loops each)"
10000,197,largest_product_palindrome_N_A5b,A5b,9999,5.325669999999718e-05,"52.8 µs ± 433 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,197,largest_product_palindrome_N_A5b,A5b,9999,5.219935999999734e-05,"52.8 µs ± 433 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,197,largest_product_palindrome_N_A5b,A5b,9999,5.280066000000261e-05,"52.8 µs ± 433 ns per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
10000,197,largest_product_palindrome_N_B1,B1,9999,8.424627999999076e-06,"7.66 µs ± 544 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,197,largest_product_palindrome_N_B1,B1,9999,7.341920999999729e-06,"7.66 µs ± 544 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,197,largest_product_palindrome_N_B1,B1,9999,7.209163999999646e-06,"7.66 µs ± 544 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,197,largest_product_palindrome_N_B2,B2,9999,6.035442999999532e-06,"6.16 µs ± 88.9 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,197,largest_product_palindrome_N_B2,B2,9999,6.243928000000096e-06,"6.16 µs ± 88.9 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
10000,197,largest_product_palindrome_N_B2,B2,9999,6.194229000000178e-06,"6.16 µs ± 88.9 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_A1,A1,99,0.188927799999999,"195 ms ± 5.04 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,740,largest_product_palindrome_N_A1,A1,99,0.2011906500000009,"195 ms ± 5.04 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,740,largest_product_palindrome_N_A1,A1,99,0.1939064400000006,"195 ms ± 5.04 ms per loop (mean ± std. dev. of 3 runs, 10 loops each)"
100,740,largest_product_palindrome_N_A2,A2,99,0.0023258379999992,"2.43 ms ± 185 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
100,740,largest_product_palindrome_N_A2,A2,99,0.0022693079999999,"2.43 ms ± 185 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
100,740,largest_product_palindrome_N_A2,A2,99,0.0026868430000001,"2.43 ms ± 185 µs per loop (mean ± std. dev. of 3 runs, 100 loops each)"
100,740,largest_product_palindrome_N_A3,A3,99,9.75934099999904e-05,"97.6 µs ± 2.45 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,740,largest_product_palindrome_N_A3,A3,99,9.46100300000012e-05,"97.6 µs ± 2.45 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,740,largest_product_palindrome_N_A3,A3,99,0.00010061917,"97.6 µs ± 2.45 µs per loop (mean ± std. dev. of 3 runs, 10,000 loops each)"
100,740,largest_product_palindrome_N_A4,A4,99,1.8081960999999184e-05,"18.3 µs ± 169 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_A4,A4,99,1.849465900000041e-05,"18.3 µs ± 169 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_A4,A4,99,1.8296272000000044e-05,"18.3 µs ± 169 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_A5,A5,99,7.985635999999658e-06,"7.81 µs ± 150 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_A5,A5,99,7.618341999999529e-06,"7.81 µs ± 150 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_A5,A5,99,7.822352999999112e-06,"7.81 µs ± 150 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_A5b,A5b,99,7.90223200000014e-06,"7.89 µs ± 15.7 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_A5b,A5b,99,7.865032999999357e-06,"7.89 µs ± 15.7 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_A5b,A5b,99,7.892376000000922e-06,"7.89 µs ± 15.7 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_B1,B1,99,2.6335410000001503e-06,"2.68 µs ± 41.8 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_B1,B1,99,2.7341930000000047e-06,"2.68 µs ± 41.8 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_B1,B1,99,2.667274000000361e-06,"2.68 µs ± 41.8 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_B2,B2,99,3.4646010000005845e-06,"3.51 µs ± 46.4 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
100,740,largest_product_palindrome_N_B2,B2,99,3.57358999999974e-06,"3.51 µs ± 46.4 ns per loop (mean ± std. dev. of 3 runs, 100,000 loops each)"
